2002 Committee Chairperson Selection|42|2002-03-05|2002-04-22
2003 Trustee Elections|42|2003-09-28|2003-10-28
2004 Board Elections|42|2004-08-26|2004-10-03
2005 Secretary-General Elections|42|2005-04-14|2005-05-16
2006 Director General Elections|42|2006-12-19|2007-02-07
2007 Council Elections|42|2007-02-17|2007-04-12
2008 Directorship Elections|42|2008-08-23|2008-10-07
2009 Committee Chairperson Elections|42|2009-06-30|2009-08-26
2010 Board Elections|42|2010-01-06|2010-02-11
2011 Committee Elections|42|2011-08-05|2011-09-04
2012 Executive Director Elections|42|2012-07-17|2012-09-14
2013 Executive Board Elections|42|2013-12-24|2014-01-26
2014 Officer Appointments|42|2014-01-08|2014-02-27
2015 Chairperson Selection|42|2015-12-25|2016-02-03
2016 Committee Chair Elections|42|2016-07-23|2016-09-09
2017 Director Elections|42|2017-12-27|2018-01-30
2018 Officer Selection|42|2018-01-01|2018-02-11
2019 Committee Chairperson Selection|42|2019-09-26|2019-11-17
2020 Officer Selection|42|2020-01-23|2020-03-10
2021 Chairperson Selection|42|2021-01-24|2021-03-05
2022 Chairperson Selection|42|2022-12-24|2023-02-08
2023 Secretary-General Elections|42|2023-03-20|2023-05-12
2024 Board Chair Elections|42|2024-08-06|2024-10-01
2000 Committee Chairperson Selection|43|2000-05-02|2000-06-06
2001 Board Elections|43|2001-12-02|2002-01-17
2002 Council Elections|43|2002-09-16|2002-10-20
2003 Council Presidency Elections|43|2003-09-14|2003-10-30
2004 Committee Chair Elections|43|2004-06-11|2004-08-04
2005 Committee Chairperson Elections|43|2005-03-23|2005-05-06
2006 Council Elections|43|2006-05-12|2006-06-28
2007 Committee Chairperson Selection|43|2007-05-27|2007-07-25
2008 Executive Board Elections|43|2008-06-16|2008-08-14
2009 Director Elections|43|2009-06-28|2009-08-14
2010 Board Chair Elections|43|2010-10-25|2010-12-11
2011 Executive Board Elections|43|2011-04-01|2011-05-07
2012 Council Presidency Elections|43|2012-10-11|2012-11-16
2013 Board Member Elections|43|2013-12-23|2014-01-22
2014 Committee Chairperson Selection|43|2014-12-23|2015-01-31
2015 President Selection|43|2015-02-09|2015-03-30
2016 Executive Director Elections|43|2016-02-05|2016-03-31
2017 Committee Chairperson Elections|43|2017-12-02|2018-01-11
2018 Executive Elections|43|2018-05-31|2018-07-04
2019 Committee Elections|43|2019-12-22|2020-02-14
2020 Executive Board Elections|43|2020-08-02|2020-09-01
2021 Executive Committee Elections|43|2021-10-12|2021-12-10
2022 Council Presidency Elections|43|2022-05-29|2022-07-06
2023 Governing Body Elections|43|2023-08-10|2023-10-07
2024 Board Member Elections|43|2024-08-03|2024-09-02
2000 Committee Chairperson Selection|44|2000-02-22|2000-04-15
2001 Board Elections|44|2001-05-29|2001-07-26
2002 Executive Committee Elections|44|2002-12-06|2003-01-14
2003 Council Member Elections|44|2003-01-06|2003-02-06
2004 Management Elections|44|2004-10-23|2004-12-08
2005 Committee Chairperson Elections|44|2005-11-16|2006-01-15
2006 Executive Director Elections|44|2006-07-10|2006-08-12
2007 Officer Appointments|44|2007-01-26|2007-03-27
2008 Officer Selection|44|2008-10-18|2008-12-15
2009 Council Member Elections|44|2009-09-12|2009-10-21
2010 Board Member Elections|44|2010-06-28|2010-08-16
2011 Chairperson Elections|44|2011-07-10|2011-08-31
2012 Committee Chairperson Elections|44|2012-10-15|2012-11-22
2013 Trustee Elections|44|2013-01-22|2013-03-17
2014 Management Elections|44|2014-04-29|2014-06-06
2015 Board Elections|44|2015-08-15|2015-10-11
2016 Management Elections|44|2016-02-21|2016-03-27
2017 Steering Committee Elections|44|2017-11-06|2017-12-25
2018 Leadership Elections|44|2018-12-27|2019-02-16
2019 Secretary-General Elections|44|2019-04-24|2019-06-04
2020 Executive Director Elections|44|2020-07-20|2020-09-02
2021 Committee Chair Elections|44|2021-11-14|2022-01-09
2022 Board Member Elections|44|2022-10-31|2022-12-16
2023 Executive Director Elections|44|2023-09-20|2023-10-31
2024 Leadership Elections|44|2024-06-07|2024-07-12
2000 Councilor Elections|45|2000-09-05|2000-10-31
2001 Committee Chairperson Elections|45|2001-02-17|2001-03-19
2002 President Selection|45|2002-03-04|2002-04-05
2003 Executive Board Elections|45|2003-04-30|2003-06-09
2004 President Selection|45|2004-02-08|2004-03-26
2005 Chairperson Selection|45|2005-08-16|2005-09-24
2006 President Selection|45|2006-05-01|2006-06-23
2007 Committee Chair Elections|45|2007-12-03|2008-01-10
2008 Council Elections|45|2008-09-27|2008-11-09
2009 Councilor Elections|45|2009-06-03|2009-08-01
2010 Secretary-General Elections|45|2010-12-17|2011-02-10
2011 Board Member Elections|45|2011-06-09|2011-07-14
2012 Steering Committee Elections|45|2012-01-05|2012-02-22
2013 Committee Chair Elections|45|2013-12-15|2014-02-12
2014 Director General Elections|45|2014-08-24|2014-10-23
2015 Council Elections|45|2015-09-21|2015-11-09
2016 Officer Selection|45|2016-11-22|2017-01-16
2017 Council Elections|45|2017-12-17|2018-02-11
2018 Councilor Elections|45|2018-08-06|2018-09-18
2019 Chairperson Elections|45|2019-04-17|2019-06-16
2020 Officer Appointments|45|2020-03-13|2020-05-05
2021 Board Elections|45|2021-10-27|2021-12-07
2022 Steering Committee Elections|45|2022-08-23|2022-10-13
2023 Council Member Elections|45|2023-02-12|2023-04-05
2024 Council Elections|45|2024-04-21|2024-06-02
2000 President Selection|46|2000-02-21|2000-04-20
2001 Directorship Elections|46|2001-01-03|2001-02-28
2002 Presidential Elections|46|2002-03-21|2002-04-23
2003 Officer Selection|46|2003-06-17|2003-08-06
2004 Steering Committee Elections|46|2004-10-24|2004-12-03
2005 Secretary-General Elections|46|2005-04-02|2005-05-31
2006 Councilor Elections|46|2006-07-01|2006-08-20
2007 Governing Body Elections|46|2007-06-26|2007-08-25
2008 Councilor Elections|46|2008-04-17|2008-05-19
2009 Management Elections|46|2009-10-12|2009-11-18
2010 Chairperson Selection|46|2010-09-16|2010-11-13
2011 Board Elections|46|2011-03-23|2011-05-04
2012 Executive Committee Elections|46|2012-12-26|2013-02-20
2013 Steering Committee Elections|46|2013-12-14|2014-02-01
2014 Executive Board Elections|46|2014-05-07|2014-06-12
2015 Council Elections|46|2015-11-30|2016-01-29
2016 President Selection|46|2016-03-21|2016-05-13
2017 Council Elections|46|2017-05-04|2017-06-17
2018 President Selection|46|2018-05-16|2018-06-24
2019 Board Member Elections|46|2019-03-08|2019-05-02
2020 Trustee Elections|46|2020-08-07|2020-10-04
2021 Management Elections|46|2021-09-09|2021-10-19
2022 Officer Selection|46|2022-10-15|2022-12-02
2023 Council Presidency Elections|46|2023-10-19|2023-12-09
2024 Officer Selection|46|2024-12-06|2025-02-01
2000 Director General Elections|47|2000-07-04|2000-08-30
2001 Steering Committee Elections|47|2001-05-23|2001-07-14
2002 Board Elections|47|2002-01-08|2002-02-20
2003 President Selection|47|2003-10-09|2003-11-17
2004 Chairperson Selection|47|2004-02-02|2004-03-25
2005 Executive Committee Elections|47|2005-08-25|2005-10-03
2006 Executive Board Elections|47|2006-03-09|2006-05-03
2007 Secretary-General Elections|47|2007-10-03|2007-11-22
2008 Officer Appointments|47|2008-03-14|2008-04-26
2009 Councilor Elections|47|2009-09-05|2009-10-31
2010 Secretary-General Elections|47|2010-09-27|2010-10-31
2011 President Selection|47|2011-08-20|2011-10-07
2012 Chairperson Elections|47|2012-09-11|2012-10-26
2013 Committee Chair Elections|47|2013-06-26|2013-08-21
2014 Presidential Elections|47|2014-06-17|2014-08-10
2015 Executive Committee Elections|47|2015-10-06|2015-11-06
2016 Board Elections|47|2016-05-17|2016-06-22
2017 Committee Chairperson Selection|47|2017-05-31|2017-07-23
2018 Director General Elections|47|2018-06-27|2018-08-15
2019 Leadership Elections|47|2019-01-16|2019-03-09
2020 Secretary-General Elections|47|2020-04-28|2020-06-18
2021 Director General Elections|47|2021-06-23|2021-07-30
2022 Steering Committee Elections|47|2022-12-02|2023-01-15
2023 Chairperson Elections|47|2023-01-25|2023-03-24
2024 Committee Chairperson Elections|47|2024-06-21|2024-08-11
2000 Director General Elections|48|2000-09-22|2000-11-08
2001 Board Elections|48|2001-12-05|2002-01-15
2002 Councilor Elections|48|2002-05-11|2002-07-08
2003 Chairperson Elections|48|2003-06-29|2003-08-11
2004 Executive Elections|48|2004-08-16|2004-10-13
2005 Executive Committee Elections|48|2005-06-05|2005-07-09
2006 Executive Director Elections|48|2006-01-18|2006-02-20
2007 Directorship Elections|48|2007-02-27|2007-03-31
2008 Management Elections|48|2008-04-29|2008-06-11
2009 Committee Elections|48|2009-11-27|2010-01-26
2010 Leadership Elections|48|2010-10-06|2010-11-11
2011 Board Chair Elections|48|2011-07-14|2011-08-13
2012 Board Member Elections|48|2012-07-29|2012-09-15
2013 Board Elections|48|2013-09-15|2013-10-17
2014 Councilor Elections|48|2014-02-24|2014-03-28
2015 Executive Board Elections|48|2015-03-14|2015-04-13
2016 Council Presidency Elections|48|2016-06-09|2016-07-30
2017 Chairperson Selection|48|2017-09-18|2017-11-03
2018 Steering Committee Elections|48|2018-07-06|2018-08-27
2019 Committee Chair Elections|48|2019-06-02|2019-07-13
2020 Secretary-General Elections|48|2020-05-20|2020-07-13
2021 President Selection|48|2021-12-17|2022-01-31
2022 Secretary-General Elections|48|2022-09-09|2022-10-18
2023 Board Chair Elections|48|2023-01-29|2023-03-05
2024 Council Member Elections|48|2024-10-10|2024-12-03
2000 Governing Body Elections|49|2000-11-05|2000-12-15
2001 Chairperson Selection|49|2001-09-27|2001-11-25
2002 Trustee Elections|49|2002-09-03|2002-10-30
2003 Management Elections|49|2003-02-04|2003-04-01
2004 Committee Chair Elections|49|2004-07-28|2004-09-02
2005 Chairperson Elections|49|2005-02-11|2005-04-10
2006 Presidential Elections|49|2006-10-22|2006-12-18
2007 Council Presidency Elections|49|2007-11-16|2008-01-12
2008 Officer Appointments|49|2008-11-10|2008-12-17
2009 Councilor Elections|49|2009-08-20|2009-09-24
2010 Directorship Elections|49|2010-11-15|2011-01-10
2011 Committee Chairperson Elections|49|2011-01-31|2011-03-27
2012 Chairperson Selection|49|2012-03-20|2012-05-14
2013 Director Elections|49|2013-08-22|2013-10-01
2014 Committee Chairperson Elections|49|2014-05-12|2014-06-13
2015 Trustee Elections|49|2015-02-20|2015-03-29
2016 Director Elections|49|2016-12-14|2017-02-09
2017 Director Elections|49|2017-04-14|2017-05-19
2018 Chairperson Elections|49|2018-05-15|2018-06-15
2019 Leadership Elections|49|2019-02-20|2019-04-17
2020 Councilor Elections|49|2020-06-30|2020-08-19
2021 Councilor Elections|49|2021-10-17|2021-11-29
2022 Council Elections|49|2022-02-20|2022-04-01
2023 Executive Director Elections|49|2023-12-25|2024-01-30
2024 Management Elections|49|2024-12-15|2025-01-23
2000 Management Elections|50|2000-12-28|2001-02-08
2001 Executive Elections|50|2001-01-16|2001-02-24
2002 Directorship Elections|50|2002-06-16|2002-07-25
2003 Executive Director Elections|50|2003-07-24|2003-09-15
2004 Governing Body Elections|50|2004-12-11|2005-01-13
2005 Presidential Elections|50|2005-07-17|2005-08-25
2006 Trustee Elections|50|2006-06-23|2006-08-16
2007 Committee Chairperson Elections|50|2007-01-13|2007-02-25
2008 Secretary-General Elections|50|2008-08-24|2008-10-17
2009 Committee Elections|50|2009-02-22|2009-04-16
2010 Governing Body Elections|50|2010-04-03|2010-05-18
2011 Board Member Elections|50|2011-03-22|2011-04-30
2012 Officer Selection|50|2012-09-15|2012-10-29
2013 Committee Chairperson Elections|50|2013-07-15|2013-09-04
2014 Director Elections|50|2014-12-03|2015-01-02
2015 Executive Director Elections|50|2015-10-07|2015-11-24
2016 Council Elections|50|2016-12-09|2017-01-25
2017 Officer Appointments|50|2017-03-27|2017-05-13
2018 Governing Body Elections|50|2018-09-28|2018-10-31
2019 Executive Elections|50|2019-04-15|2019-06-14
2020 Leadership Elections|50|2020-02-28|2020-03-31
2021 Director Elections|50|2021-09-21|2021-11-15
2022 Executive Director Elections|50|2022-07-08|2022-08-20
2023 Board Chair Elections|50|2023-06-03|2023-07-04
2024 Chairperson Selection|50|2024-08-18|2024-10-15
2000 Council Presidency Elections|51|2000-08-16|2000-10-05
2001 Executive Committee Elections|51|2001-05-27|2001-07-15
2002 Board Member Elections|51|2002-05-02|2002-06-18
2003 Officer Selection|51|2003-03-13|2003-05-03
2004 Council Elections|51|2004-04-28|2004-06-24
2005 Trustee Elections|51|2005-11-14|2005-12-22
2006 Governing Body Elections|51|2006-03-08|2006-04-16
2007 Board Elections|51|2007-03-19|2007-05-13
2008 Board Member Elections|51|2008-09-21|2008-11-08
2009 Steering Committee Elections|51|2009-08-10|2009-10-01
2010 Executive Committee Elections|51|2010-10-09|2010-11-21
2011 Council Member Elections|51|2011-01-11|2011-03-12
2012 Management Elections|51|2012-07-13|2012-09-01
2013 Presidential Elections|51|2013-12-10|2014-01-11
2014 Officer Selection|51|2014-08-21|2014-09-25
2015 Council Elections|51|2015-02-23|2015-04-04
2016 Directorship Elections|51|2016-09-15|2016-11-01
2017 President Selection|51|2017-07-31|2017-09-15
2018 Executive Board Elections|51|2018-02-21|2018-04-17
2019 Executive Director Elections|51|2019-10-01|2019-11-06
2020 Steering Committee Elections|51|2020-01-03|2020-02-25
2021 Chairperson Elections|51|2021-07-04|2021-08-09
2022 Officer Selection|51|2022-02-12|2022-03-23
2023 Committee Chair Elections|51|2023-03-29|2023-05-08
2024 Council Presidency Elections|51|2024-07-12|2024-09-01
2000 Chairperson Elections|52|2000-12-18|2001-01-17
2001 Council Elections|52|2001-07-22|2001-09-11
2002 Committee Chair Elections|52|2002-02-06|2002-03-09
2003 Director General Elections|52|2003-08-22|2003-10-08
2004 Secretary-General Elections|52|2004-01-30|2004-03-01
2005 Committee Chairperson Selection|52|2005-11-25|2006-01-12
2006 Executive Board Elections|52|2006-05-09|2006-07-01
2007 Steering Committee Elections|52|2007-01-31|2007-03-19
2008 Executive Director Elections|52|2008-05-18|2008-06-20
2009 Executive Board Elections|52|2009-08-13|2009-09-15
2010 Officer Selection|52|2010-08-09|2010-10-06
2011 Officer Selection|52|2011-07-02|2011-08-20
2012 Council Elections|52|2012-10-09|2012-12-06
2013 Directorship Elections|52|2013-11-24|2014-01-02
2014 Secretary-General Elections|52|2014-08-26|2014-10-14
2015 Officer Selection|52|2015-07-21|2015-09-04
2016 Councilor Elections|52|2016-11-28|2017-01-08
2017 Committee Chairperson Elections|52|2017-04-01|2017-05-21
2018 Committee Chairperson Elections|52|2018-10-10|2018-11-14
2019 Secretary-General Elections|52|2019-09-16|2019-10-28
2020 Directorship Elections|52|2020-11-06|2020-12-15
2021 Committee Chairperson Elections|52|2021-09-25|2021-11-11
2022 Committee Chair Elections|52|2022-05-06|2022-06-21
2023 Secretary-General Elections|52|2023-04-21|2023-06-20
2024 Chairperson Selection|52|2024-07-18|2024-08-24
2000 Committee Chair Elections|53|2000-11-01|2000-12-06
2001 Executive Director Elections|53|2001-11-15|2002-01-13
2002 Director Elections|53|2002-02-20|2002-03-23
2003 Director General Elections|53|2003-04-15|2003-05-31
2004 Secretary-General Elections|53|2004-08-09|2004-09-24
2005 Executive Elections|53|2005-08-01|2005-09-18
2006 Board Elections|53|2006-03-05|2006-04-14
2007 Council Presidency Elections|53|2007-09-01|2007-10-25
2008 Chairperson Selection|53|2008-11-18|2009-01-01
2009 Council Presidency Elections|53|2009-03-11|2009-04-16
2010 Executive Committee Elections|53|2010-09-28|2010-11-02
2011 Secretary-General Elections|53|2011-01-02|2011-02-24
2012 Steering Committee Elections|53|2012-11-30|2013-01-24
2013 Council Elections|53|2013-02-26|2013-03-30
2014 Council Elections|53|2014-06-18|2014-07-22
2015 Governing Body Elections|53|2015-06-28|2015-08-07
2016 Management Elections|53|2016-02-27|2016-04-13
2017 Chairperson Elections|53|2017-08-11|2017-09-20
2018 Committee Chair Elections|53|2018-06-08|2018-08-04
2019 Board Elections|53|2019-04-06|2019-05-18
2020 Executive Board Elections|53|2020-01-31|2020-03-15
2021 Director General Elections|53|2021-07-14|2021-08-20
2022 Management Elections|53|2022-01-17|2022-03-06
2023 President Selection|53|2023-12-25|2024-02-16
2024 Board Member Elections|53|2024-08-06|2024-09-25
2000 President Selection|54|2000-12-03|2001-01-13
2001 Trustee Elections|54|2001-12-04|2002-01-28
2002 Council Member Elections|54|2002-08-03|2002-09-17
2003 Presidential Elections|54|2003-10-21|2003-12-07
2004 Executive Committee Elections|54|2004-06-02|2004-07-11
2005 Committee Chairperson Selection|54|2005-11-12|2006-01-04
2006 Board Elections|54|2006-09-07|2006-10-26
2007 Committee Chairperson Selection|54|2007-03-23|2007-05-11
2008 Committee Chairperson Elections|54|2008-04-18|2008-05-18
2009 Officer Appointments|54|2009-05-23|2009-07-08
2010 President Selection|54|2010-10-27|2010-12-03
2011 Council Presidency Elections|54|2011-04-28|2011-06-02
2012 Committee Elections|54|2012-03-20|2012-04-19
2013 Management Elections|54|2013-01-15|2013-03-15
2014 Board Member Elections|54|2014-02-10|2014-03-29
2015 Committee Chairperson Elections|54|2015-07-30|2015-09-18
2016 Councilor Elections|54|2016-04-15|2016-06-05
2017 Board Elections|54|2017-11-29|2018-01-15
2018 Committee Chairperson Selection|54|2018-04-24|2018-06-04
2019 President Selection|54|2019-02-22|2019-03-26
2020 Council Member Elections|54|2020-06-18|2020-07-22
2021 Director General Elections|54|2021-01-28|2021-03-05
2022 Management Elections|54|2022-03-19|2022-05-18
2023 Executive Elections|54|2023-01-21|2023-03-02
2024 Committee Chairperson Selection|54|2024-08-16|2024-09-29
2000 Secretary-General Elections|55|2000-12-07|2001-01-19
2001 Presidential Elections|55|2001-03-16|2001-04-17
2002 Directorship Elections|55|2002-01-13|2002-02-16
2003 Committee Chairperson Selection|55|2003-06-11|2003-07-22
2004 Committee Chairperson Selection|55|2004-02-29|2004-04-05
2005 Council Elections|55|2005-07-07|2005-08-11
2006 Council Elections|55|2006-11-12|2006-12-20
2007 Governing Body Elections|55|2007-07-15|2007-08-29
2008 Director General Elections|55|2008-04-16|2008-05-19
2009 Management Elections|55|2009-08-30|2009-10-08
2010 Committee Chair Elections|55|2010-03-06|2010-04-16
2011 Council Elections|55|2011-08-30|2011-10-17
2012 Committee Chairperson Elections|55|2012-10-31|2012-12-22
2013 Board Member Elections|55|2013-12-11|2014-01-17
2014 Committee Chair Elections|55|2014-01-04|2014-02-03
2015 Committee Chairperson Selection|55|2015-08-10|2015-09-20
2016 Committee Chairperson Elections|55|2016-10-27|2016-12-21
2017 Committee Chairperson Selection|55|2017-09-12|2017-10-22
2018 Steering Committee Elections|55|2018-02-06|2018-03-25
2019 Director General Elections|55|2019-05-15|2019-06-19
2020 Committee Elections|55|2020-12-20|2021-02-04
2021 Executive Director Elections|55|2021-08-25|2021-10-01
2022 Committee Chairperson Elections|55|2022-06-22|2022-08-07
2023 Board Member Elections|55|2023-04-14|2023-05-17
2024 Committee Chairperson Selection|55|2024-01-16|2024-03-09
2000 Directorship Elections|56|2000-11-25|2001-01-13
2001 Steering Committee Elections|56|2001-01-12|2001-02-12
2002 Executive Director Elections|56|2002-06-17|2002-08-16
2003 Governing Body Elections|56|2003-10-19|2003-12-06
2004 Board Chair Elections|56|2004-05-26|2004-07-23
2005 Trustee Elections|56|2005-10-13|2005-11-15
2006 Management Elections|56|2006-05-23|2006-07-21
2007 Board Member Elections|56|2007-06-12|2007-07-30
2008 Officer Selection|56|2008-11-22|2009-01-04
2009 Director Elections|56|2009-10-01|2009-11-21
2010 Officer Appointments|56|2010-05-15|2010-07-11
2011 Committee Chairperson Elections|56|2011-12-08|2012-01-21
2012 Directorship Elections|56|2012-08-17|2012-09-16
2013 Committee Chairperson Selection|56|2013-09-22|2013-10-25
2014 Officer Appointments|56|2014-04-27|2014-06-22
2015 Executive Director Elections|56|2015-06-14|2015-07-22
2016 Board Chair Elections|56|2016-08-13|2016-10-04
2017 Executive Board Elections|56|2017-05-12|2017-07-05
2018 Committee Elections|56|2018-10-14|2018-11-29
2019 Steering Committee Elections|56|2019-09-01|2019-10-03
2020 Director Elections|56|2020-06-13|2020-07-26
2021 Director General Elections|56|2021-08-08|2021-09-10
2022 Executive Board Elections|56|2022-03-10|2022-05-02
2023 Board Chair Elections|56|2023-10-07|2023-11-21
2024 Committee Chairperson Elections|56|2024-08-11|2024-09-27
2000 Council Member Elections|57|2000-08-27|2000-10-17
2001 Council Elections|57|2001-07-10|2001-08-23
2002 Committee Chair Elections|57|2002-02-05|2002-03-26
2003 Officer Selection|57|2003-12-12|2004-01-21
2004 Councilor Elections|57|2004-03-12|2004-04-24
2005 Executive Committee Elections|57|2005-03-31|2005-05-13
2006 Steering Committee Elections|57|2006-05-14|2006-06-18
2007 Director General Elections|57|2007-06-19|2007-07-27
2008 Director General Elections|57|2008-08-16|2008-10-01
2009 Council Elections|57|2009-07-29|2009-09-22
2010 Board Member Elections|57|2010-03-10|2010-04-19
2011 Director Elections|57|2011-06-02|2011-07-11
2012 Executive Committee Elections|57|2012-06-07|2012-07-29
2013 Secretary-General Elections|57|2013-05-17|2013-07-02
2014 Officer Selection|57|2014-01-25|2014-03-18
2015 Chairperson Selection|57|2015-12-04|2016-01-06
2016 Trustee Elections|57|2016-07-17|2016-09-01
2017 Executive Director Elections|57|2017-12-02|2018-01-31
2018 Executive Director Elections|57|2018-02-16|2018-04-12
2019 Board Elections|57|2019-05-31|2019-07-20
2020 Presidential Elections|57|2020-10-16|2020-11-27
2021 Committee Elections|57|2021-07-28|2021-09-21
2022 Council Presidency Elections|57|2022-10-15|2022-11-29
2023 Executive Director Elections|57|2023-08-22|2023-10-04
2024 Council Member Elections|57|2024-05-12|2024-06-23
2000 Management Elections|58|2000-08-13|2000-10-04
2001 Council Member Elections|58|2001-07-13|2001-09-02
2002 Executive Elections|58|2002-11-11|2002-12-30
2003 Council Elections|58|2003-06-22|2003-07-31
2004 Presidential Elections|58|2004-02-09|2004-03-28
2005 Chairperson Selection|58|2005-02-08|2005-03-29
2006 Councilor Elections|58|2006-08-01|2006-09-08
2007 Committee Chairperson Elections|58|2007-11-26|2008-01-17
2008 Officer Selection|58|2008-01-12|2008-02-12
2009 Trustee Elections|58|2009-03-26|2009-05-03
2010 Executive Board Elections|58|2010-10-04|2010-11-06
2011 Governing Body Elections|58|2011-11-16|2011-12-31
2012 Leadership Elections|58|2012-12-26|2013-02-17
2013 Governing Body Elections|58|2013-12-09|2014-01-11
2014 Board Member Elections|58|2014-02-23|2014-04-09
2015 Officer Selection|58|2015-12-23|2016-01-27
2016 Council Elections|58|2016-08-19|2016-09-27
2017 Executive Board Elections|58|2017-11-07|2017-12-15
2018 Director Elections|58|2018-10-18|2018-12-11
2019 Committee Chairperson Elections|58|2019-09-22|2019-11-10
2020 Trustee Elections|58|2020-02-15|2020-04-10
2021 Leadership Elections|58|2021-09-27|2021-11-15
2022 Council Presidency Elections|58|2022-02-25|2022-04-08
2023 Executive Elections|58|2023-10-27|2023-12-04
2024 Council Presidency Elections|58|2024-04-04|2024-05-13
2000 Committee Elections|59|2000-10-02|2000-11-04
2001 Committee Chairperson Elections|59|2001-06-14|2001-08-08
2002 Council Elections|59|2002-07-20|2002-09-06
2003 Committee Chairperson Elections|59|2003-10-20|2003-11-19
2004 President Selection|59|2004-10-28|2004-11-29
2005 Executive Committee Elections|59|2005-05-12|2005-07-07
2006 Committee Chairperson Elections|59|2006-09-10|2006-10-22
2007 Committee Chairperson Elections|59|2007-03-12|2007-05-09
2008 Committee Chair Elections|59|2008-07-29|2008-09-06
2009 Committee Chair Elections|59|2009-05-16|2009-07-11
2010 Director Elections|59|2010-12-18|2011-01-24
2011 Board Elections|59|2011-04-19|2011-06-11
2012 Executive Committee Elections|59|2012-05-17|2012-07-05
2013 Executive Director Elections|59|2013-07-16|2013-08-31
2014 Director General Elections|59|2014-02-06|2014-03-15
2015 Directorship Elections|59|2015-04-02|2015-05-04
2016 Steering Committee Elections|59|2016-09-23|2016-10-31
2017 Council Presidency Elections|59|2017-07-31|2017-09-22
2018 Management Elections|59|2018-05-04|2018-06-15
2019 Governing Body Elections|59|2019-03-14|2019-04-19
2020 Governing Body Elections|59|2020-01-19|2020-02-23
2021 Directorship Elections|59|2021-03-09|2021-04-21
2022 Leadership Elections|59|2022-09-21|2022-11-18
2023 Officer Selection|59|2023-03-22|2023-05-02
2024 Management Elections|59|2024-05-17|2024-06-30
2000 Officer Appointments|60|2000-07-22|2000-09-13
2001 Councilor Elections|60|2001-02-23|2001-04-13
2002 Board Elections|60|2002-06-15|2002-08-06
2003 Committee Chairperson Elections|60|2003-10-22|2003-12-18
2004 Board Chair Elections|60|2004-11-29|2005-01-05
2005 Presidential Elections|60|2005-07-15|2005-08-25
2006 Chairperson Elections|60|2006-10-12|2006-12-01
2007 President Selection|60|2007-11-25|2007-12-29
2008 Director General Elections|60|2008-02-20|2008-04-19
2009 Chairperson Elections|60|2009-09-12|2009-10-29
2010 Officer Selection|60|2010-06-09|2010-07-13
2011 Council Presidency Elections|60|2011-08-08|2011-10-07
2012 Secretary-General Elections|60|2012-04-10|2012-06-01
2013 Chairperson Elections|60|2013-04-30|2013-06-07
2014 Leadership Elections|60|2014-09-11|2014-11-07
2015 Steering Committee Elections|60|2015-03-07|2015-05-02
2016 Chairperson Selection|60|2016-11-16|2016-12-29
2017 Council Member Elections|60|2017-10-21|2017-12-06
2018 Executive Board Elections|60|2018-04-27|2018-05-31
2019 Directorship Elections|60|2019-07-08|2019-08-31
2020 Directorship Elections|60|2020-09-17|2020-11-01
2021 Leadership Elections|60|2021-08-13|2021-09-15
2022 Officer Appointments|60|2022-02-04|2022-04-02
2023 Trustee Elections|60|2023-04-06|2023-06-01
2024 Secretary-General Elections|60|2024-01-30|2024-03-17
2000 Board Chair Elections|61|2000-03-13|2000-04-12
2001 President Selection|61|2001-06-24|2001-08-14
2002 Committee Chairperson Selection|61|2002-03-06|2002-05-03
2003 Council Presidency Elections|61|2003-06-01|2003-07-20
2004 Director General Elections|61|2004-07-10|2004-09-04
2005 President Selection|61|2005-08-06|2005-09-28
2006 Director Elections|61|2006-11-17|2006-12-24
2007 Council Member Elections|61|2007-08-06|2007-09-28
2008 Council Elections|61|2008-07-27|2008-09-22
2009 Board Elections|61|2009-12-07|2010-01-13
2010 Directorship Elections|61|2010-12-04|2011-01-21
2011 Secretary-General Elections|61|2011-04-10|2011-06-04
2012 Director Elections|61|2012-10-20|2012-11-27
2013 Trustee Elections|61|2013-11-11|2013-12-19
2014 President Selection|61|2014-01-14|2014-03-06
2015 Presidential Elections|61|2015-09-06|2015-10-22
2016 Committee Chairperson Selection|61|2016-08-12|2016-10-10
2017 Chairperson Elections|61|2017-08-22|2017-10-17
2018 Committee Elections|61|2018-03-27|2018-05-11
2019 Director General Elections|61|2019-09-23|2019-11-08
2020 Board Chair Elections|61|2020-07-17|2020-08-28
2021 Chairperson Elections|61|2021-09-09|2021-10-20
2022 Executive Elections|61|2022-12-21|2023-01-30
2023 Leadership Elections|61|2023-01-16|2023-02-19
2024 Committee Chair Elections|61|2024-12-30|2025-01-31
2000 Council Presidency Elections|62|2000-11-13|2001-01-04
2001 Trustee Elections|62|2001-05-31|2001-07-01
2002 Executive Committee Elections|62|2002-08-07|2002-09-23
2003 Council Presidency Elections|62|2003-08-10|2003-09-27
2004 Director Elections|62|2004-09-30|2004-11-27
2005 Council Presidency Elections|62|2005-05-30|2005-07-29
2006 Board Chair Elections|62|2006-09-29|2006-11-26
2007 Council Member Elections|62|2007-01-01|2007-02-12
2008 Director Elections|62|2008-04-27|2008-06-26
2009 Committee Elections|62|2009-12-13|2010-01-31
2010 Council Elections|62|2010-01-25|2010-03-14
2011 Presidential Elections|62|2011-01-03|2011-02-23
2012 Executive Board Elections|62|2012-06-25|2012-07-31
